"ccode","year","newstate","latent_mean","terror_killed","terror_events","max_hostlevel","cwar_onset","cconflict_onset","cwar_count","cconflict_count","uds_xpolity","pop","rgdppc","exclpop","oilpc","xpolity","xpolity_nas","osv_deaths","nsv_deaths","violent_protest","nonviolent_protest","durable","ethfrac"
20,1991,"not a recent entrant",2.35399646191051,0,0,"war",0,0,0,0,1.36462789295732,10.2418055846283,10.227266353,0.028,3.192135,7,7,0,0,10,20,0,0.754994
20,1992,"not a recent entrant",2.20424909509851,0,3,"display of force",0,0,0,0,1.5403888826998,10.2536569814247,10.2237915708171,0.028,3.304829,7,7,0,0,13,19,0,0.754994
20,1993,"not a recent entrant",2.27210280765461,0,0,"use of force",0,0,0,0,1.36545580679656,10.2648098806365,10.2294248481672,0.028,3.391165,7,7,0,0,15,13,0,0.754994
20,1994,"not a recent entrant",2.25069253350665,0,4,"use of force",0,0,0,0,1.36614811682827,10.2753624398105,10.2628846380832,0.028,3.537918,7,7,0,0,14,19,0,0.754994
20,1995,"not a recent entrant",2.37523357246732,1,5,"use of force",0,0,0,0,1.36123909753519,10.2854141235192,10.2899774309603,0.028,3.656255,7,7,0,0,13,21,0,0.754994
20,1996,"not a recent entrant",2.52830802123834,0,1,"no dispute",0,0,0,0,1.36527375954649,10.2949287841586,10.2970723686136,0.028,3.690301,7,7,0,0,8,20,0,0.754994
20,1997,"not a recent entrant",2.58946840112553,0,2,"use of force",0,0,0,0,1.35498166027628,10.3039481589894,10.3204895210725,0.028,3.82514,7,7,0,0,9,18,0,0.754994
20,1998,"not a recent entrant",2.53511668093771,1,4,"use of force",0,0,0,0,1.3608602454203,10.3127444626681,10.3279942140835,0.028,4.230691,7,7,0,0,6,22,0,0.754994
20,1999,"not a recent entrant",2.50435198315742,0,2,"use of force",0,0,0,0,1.36018620905111,10.3216655088639,10.3819422457315,0.028,4.089062,7,7,0,0,10,8,0,0.754994
20,2000,"not a recent entrant",2.32979738402273,0,5,"display of force",0,0,0,0,1.27029807296979,10.3309545018827,10.424854223737,0.028,4.185953,7,7,0,0,19,25,0,0.754994
20,2001,"not a recent entrant",2.20816708725938,0,0,"use of force",0,0,0,0,1.17445228958505,10.3406851504942,10.4146520188885,0.028,4.140512,7,7,0,0,26,23,0,0.754994
20,2002,"not a recent entrant",2.09563850487427,0,0,"no dispute",0,0,0,0,1.1782653427871,10.3507895000352,10.3976296774632,0.028,4.254774,7,7,0,0,22,14,0,0.754994
20,2003,"not a recent entrant",2.13172600669651,0,0,"no dispute",0,0,0,0,1.17378464873687,10.3611832489679,10.4278162974261,0.028,4.706506,7,7,0,0,12,16,0,0.754994
20,2004,"not a recent entrant",2.13079798792901,0,2,"no militarized action",0,0,0,0,1.31318341636125,10.371727439803,10.4430047093706,0.028,4.79087,7,7,0,0,23,17,0,0.754994
20,2005,"not a recent entrant",2.04471694953066,0,0,"use of force",0,0,0,0,1.3122663661459,10.3823087549706,10.4782449821752,0.028,4.681035,7,7,0,0,0,0,0,0.754994
20,2006,"not a recent entrant",1.97070066468145,0,2,"display of force",0,0,0,0,1.31144316791368,10.3929254814498,10.4536424412557,0.028,4.804519,7,7,0,0,0,1,0,0.754994
20,2007,"not a recent entrant",1.89158784548076,0,0,"no dispute",0,0,0,0,1.31804130889417,10.4035756346798,10.4551866574969,0.028,4.99725,7,7,0,0,0,0,0,0.754994
20,2008,"not a recent entrant",1.92208404741056,0,5,"no dispute",0,0,0,0,1.31477939705312,10.4141516632596,10.4044694857627,0.028,4.824474,7,7,0,0,1,0,0,0.754994
31,1990,"not a recent entrant",1.87265468819835,0,0,"no dispute",0,0,0,0,0.589885396275215,5.54568512808643,9.73560248633979,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1991,"not a recent entrant",1.88296749953898,0,0,"no dispute",0,0,0,0,0.588529535973718,5.563907192525,9.72853934566402,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1992,"not a recent entrant",1.86168749076569,0,0,"no dispute",0,0,0,0,0.818402093139005,5.58259364586498,9.73107038494598,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1993,"not a recent entrant",1.81076584819856,0,0,"no dispute",0,0,0,0,0.821094265324181,5.60101119662026,9.6955859995434,NA,NA,NA,NA,0,0,0,1,NA,NA
31,1994,"not a recent entrant",1.72796893257966,0,0,"no dispute",0,0,0,0,0.828137135856013,5.61833351282372,9.67876713361943,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1995,"not a recent entrant",1.89702956556096,0,0,"no dispute",0,0,0,0,0.823275741972537,5.63396783704051,9.67249641430235,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1996,"not a recent entrant",2.00552377243581,0,0,"no dispute",0,0,0,0,0.822843688438321,5.6478468423259,9.84033473753086,NA,NA,NA,NA,0,0,0,0,NA,NA
31,1997,"not a recent entrant",2.08920903350164,1,2,"no dispute",0,0,0,0,0.828858113667822,5.66024847263247,9.7955336770257,NA,NA,NA,NA,0,0,0,1,NA,NA
31,1998,"not a recent entrant",2.12713300522598,0,0,"no dispute",0,0,0,0,0.822923413043683,5.67184451112026,9.88590895026183,NA,NA,NA,NA,0,0,2,2,NA,NA
31,1999,"not a recent entrant",2.09970918368826,0,0,"no dispute",0,0,0,0,1.04855081943167,5.68354575315476,10.0173839338161,NA,NA,NA,NA,0,0,0,2,NA,NA
31,2000,"not a recent entrant",2.0110510347368,0,0,"no dispute",0,0,0,0,1.12070886863867,5.6959182995994,10.0506654071945,NA,NA,NA,NA,0,0,2,0,NA,NA
31,2001,"not a recent entrant",1.85418056540291,0,0,"no dispute",0,0,0,0,1.04988617427644,5.70913479208281,9.9991013226159,NA,NA,NA,NA,0,0,0,2,NA,NA
31,2002,"not a recent entrant",1.56613473164009,0,0,"no dispute",0,0,0,0,1.04470402844576,5.72293129349496,10.1585397643703,NA,NA,NA,NA,0,0,0,0,NA,NA
31,2003,"not a recent entrant",1.39998525887059,0,0,"no dispute",0,0,0,0,1.04194849728665,5.73721725074244,10.0498338572991,NA,NA,NA,NA,0,0,0,0,NA,NA
31,2004,"not a recent entrant",1.46753952539626,0,0,"no dispute",0,0,0,0,1.04827563856014,5.75174690117272,9.96979950022284,NA,NA,NA,NA,0,0,4,0,NA,NA
31,2005,"not a recent entrant",1.53773307659611,0,0,"no dispute",0,0,0,0,1.04212523615485,5.7663189931231,10.0566784862401,NA,NA,NA,NA,0,0,0,0,NA,NA
31,2006,"not a recent entrant",1.40828259867964,0,0,"no dispute",0,0,0,0,1.04672300559643,5.78095954183974,9.93911769267489,NA,NA,NA,NA,0,0,0,0,NA,NA
31,2007,"not a recent entrant",1.16700698021129,0,0,"no dispute",0,0,0,0,1.17960504460335,5.79563212828608,10.0099462649551,NA,NA,NA,NA,0,0,0,0,NA,NA
31,2008,"not a recent entrant",1.15051393419087,0,0,"no dispute",0,0,0,0,1.17437312458396,5.81012251042753,9.92443266420333,NA,NA,NA,NA,0,0,0,0,NA,NA
40,1990,"not a recent entrant",-0.665280918377285,0,0,"display of force",0,0,0,0,-1.22389458893747,9.27087087171621,8.3168013459607,0,0.072735,-3,-3,0,0,6,5,0,0.0357236
40,1991,"not a recent entrant",-0.581163326970175,0,1,"no dispute",0,0,0,0,-1.21765284064788,9.28210273820307,8.18428499604796,0,0.0724256,-3,-3,0,0,3,2,0,0.0357236
40,1992,"not a recent entrant",-0.603869198973464,3,4,"no dispute",0,0,0,0,-1.21787151107106,9.29016767183574,8.02833125686193,0,0.0864437,-3,-3,0,0,5,1,0,0.0357236
40,1993,"not a recent entrant",-0.571838356467675,0,0,"no dispute",0,0,0,0,-1.22274581480253,9.29688497337637,7.84673075536947,0,0.0946935,-3,-3,0,0,7,5,0,0.0357236
40,1994,"not a recent entrant",-0.513121692038365,3,9,"no dispute",0,0,0,0,-1.21709133763563,9.30109473524465,7.86230087311034,0,0.1180053,-3,-3,0,0,11,4,0,0.0357236
40,1995,"not a recent entrant",-0.560197620011879,0,0,"no dispute",0,0,0,0,-1.21935899546578,9.30383071506352,7.89118115784113,0,0.1303763,-3,-3,0,0,2,0,0,0.0357236
40,1996,"not a recent entrant",-0.481030998730452,0,1,"use of force",0,0,0,0,-1.22513694374008,9.30737633448778,7.97027050415307,0,0.1391147,-3,-3,0,0,1,7,0,0.0357236
40,1997,"not a recent entrant",-0.349970339410876,1,14,"no dispute",0,0,0,0,-1.21552952063251,9.31099985507536,7.99902400289481,0,0.1434386,-3,-3,0,0,6,8,0,0.0357236
40,1998,"not a recent entrant",-0.259470207955837,0,0,"no dispute",0,0,0,0,-1.22948010998477,9.31614079086239,8.0073537478813,0,0.153409,-3,-3,0,0,2,3,0,0.0357236
40,1999,"not a recent entrant",-0.105165126723983,0,0,"no dispute",0,0,0,0,-1.22054326434749,9.3200912359353,8.06857524949118,0,0.180301,-3,-3,0,0,1,14,0,0.0357236
40,2000,"not a recent entrant",-0.026765797930456,0,0,"no dispute",0,0,0,0,-1.46377516444073,9.32375833901174,8.117219975225,0,0.1886174,-3,-3,0,0,1,10,0,0.0357236
40,2001,"not a recent entrant",0.0777896703894805,0,0,"no dispute",0,0,0,0,-1.61722534235482,9.31982238259318,8.14169068750578,0,0.2238598,-3,-3,0,0,0,9,0,0.0357236
40,2002,"not a recent entrant",0.180737307637199,0,0,"no dispute",0,0,0,0,-1.62456704436169,9.32223946447359,8.15290937327399,0,0,-3,-3,0,0,1,1,0,0.0357236
40,2003,"not a recent entrant",0.260747512940297,0,0,"no dispute",0,0,0,0,-1.62783982550451,9.32500744695431,8.18621384123462,0,0,-3,-3,0,0,3,5,0,0.0357236
40,2004,"not a recent entrant",0.269893574752828,0,0,"no dispute",0,0,0,0,-1.6310717293098,9.32687818822413,8.23912343890299,0,0,-3,-3,0,0,1,4,0,0.0357236
40,2005,"not a recent entrant",0.246313109832956,0,0,"no dispute",0,0,0,0,-1.62850606347398,9.32750099174976,8.3418488372353,0,0,-3,-3,0,0,0,0,0,0.0357236
40,2006,"not a recent entrant",0.140580536677465,0,0,"no dispute",0,0,0,0,-1.63029279757984,9.3273230874618,8.45286584797909,0,0,-3,-3,0,0,0,0,0,0.0357236
40,2007,"not a recent entrant",0.0434822638024211,1,1,"no dispute",0,0,0,0,-1.62895219589474,9.32705617167214,8.52048177808266,0,0,-3,-3,0,0,0,0,0,0.0357236
40,2008,"not a recent entrant",0.0577461678580646,0,0,"no dispute",0,0,0,0,-1.07006929163088,9.32687818822413,8.55810862157125,0,0,-3,-3,0,0,0,0,0,0.0357236
41,1990,"not a recent entrant",-1.28086155701545,13,3,"no dispute",0,0,0,0,-0.108086642951473,8.77740128686726,7.23761282958182,0,0,6,6,0,0,2,10,1,0.0135912
41,1991,"not a recent entrant",-1.4317376858927,137,17,"no dispute",0,1,0,1,-0.555833110331953,8.79860565085442,7.22055670222688,0,0,-3,-3,0,0,9,2,1,0.0135912
41,1992,"not a recent entrant",-1.46311876742326,18,27,"no dispute",0,0,0,0,-1.23057809681973,8.81936971001847,7.05349929303484,0,0,-3,-3,0,0,3,1,0,0.0135912
41,1993,"not a recent entrant",-1.43972670849242,0,0,"display of force",0,0,0,0,-1.22455224408928,8.83971137870348,7.01073596509068,0,0,-3,-3,0,0,18,5,0,0.0135912
41,1994,"not a recent entrant",-1.25674415600102,87,27,"display of force",0,0,0,0,-0.226234508277056,8.85950548451913,6.90273268685683,0,0,6,6,0,0,34,17,1,0.0135912
41,1995,"not a recent entrant",-0.530960396569329,16,34,"no dispute",0,0,0,0,-0.121496566521423,8.87905466204227,6.9315206325324,0,0,6,6,0,0,19,4,0,0.0135912
41,1996,"not a recent entrant",-0.411080841342768,14,27,"no dispute",0,0,0,0,-0.074734630980803,8.9005490139363,6.95159032968616,0,0,6,6,0,0,11,0,0,0.0135912
41,1997,"not a recent entrant",-0.34082830531743,9,16,"no dispute",0,0,0,0,-0.0750498841257072,8.92159106356398,6.95819170636399,0,0,6,6,0,0,6,4,0,0.0135912
41,1998,"not a recent entrant",-0.425148387199665,0,1,"no dispute",0,0,0,0,-0.125684036191839,8.98117874833641,6.96082199991883,0,0,6,6,0,0,5,2,0,0.0135912
41,1999,"not a recent entrant",-0.461294582091928,3,5,"no dispute",0,0,0,0,-0.926325403181295,8.99801311309582,6.96995982852579,0,0,-88,NA,0,0,11,2,1,0.0135912
41,2000,"not a recent entrant",-0.359811354415432,5,9,"no dispute",0,0,0,0,-0.434998242556467,9.01456876745782,6.95950297011585,0,0,-3,-3,0,0,5,5,1,0.0135912
41,2001,"not a recent entrant",-0.355944205156044,0,5,"no dispute",0,0,0,0,-0.860763503045668,9.00356217474824,6.9315206325324,0,0,-3,-3,0,0,15,3,0,0.0135912
41,2002,"not a recent entrant",-0.478590356622007,0,2,"no dispute",0,0,0,0,-0.849972763907822,9.09985563880091,6.90689490896998,0,0,-3,-3,0,0,4,6,0,0.0135912
41,2003,"not a recent entrant",-0.613767734380611,4,5,"no dispute",0,0,0,0,-0.854438137005516,9.11657899216171,6.89154459293415,0,0,-3,-3,0,0,4,5,0,0.0135912
41,2004,"not a recent entrant",-0.904289468123193,7,2,"no militarized action",0,1,0,1,-1.06787519972687,9.13313530106721,6.83661367204432,0,0,-88,NA,0,0,72,6,1,0.0135912
41,2005,"not a recent entrant",-0.834629859556757,1,1,"no dispute",0,0,0,0,-1.06198856625642,9.14952823257943,6.83513082126114,0,0,-88,NA,40,0,4,8,1,0.0135912
41,2006,"not a recent entrant",-0.415776254498609,2,1,"no dispute",0,0,0,0,-0.101740861389327,9.16576132857822,6.84549682318556,0,0,5,5,0,0,0,1,1,0.0135912
41,2007,"not a recent entrant",-0.0752991765563313,1,2,"no dispute",0,0,0,0,-0.0967494066178586,9.18194089745448,6.86010796151456,0,0,5,5,0,0,0,1,0,0.0135912
41,2008,"not a recent entrant",0.274176924325834,0,0,"no dispute",0,0,0,0,-0.0957585489428632,9.18625257644709,6.85574593882131,0,0,5,5,0,0,1,4,0,0.0135912
42,1990,"not a recent entrant",0.283808824173624,3,2,"no dispute",0,0,0,0,0.621162439192528,8.88109575308547,8.27469861082011,0.07,0.0069963,5,5,0,0,0,0,0,0.0369888
42,1991,"not a recent entrant",0.190250836611701,1,8,"no dispute",0,0,0,0,0.623491846006173,8.9010709605774,8.26180791704491,0.07,0.0068647,5,5,0,0,1,5,0,0.0369888
42,1992,"not a recent entrant",0.128824460162201,1,11,"no dispute",0,0,0,0,0.621685438480471,8.92073912575465,8.38076847430519,0.07,0.0067383,5,5,0,0,2,0,0,0.0369888
42,1993,"not a recent entrant",0.189039724886788,0,0,"no dispute",0,0,0,0,0.563067461530831,8.93998466078861,8.44144541397796,0.07,0.0065894,5,5,0,0,1,0,0,0.0369888
42,1994,"not a recent entrant",0.0755747713035493,2,7,"use of force",0,0,0,0,0.43240203525874,8.95865973379147,8.46723164144226,0.07,0.0064713,4,4,0,0,4,1,0,0.0369888
42,1995,"not a recent entrant",0.014574433116263,0,0,"no dispute",0,0,0,0,0.431800960349304,8.9766804671482,8.46821931037189,0.07,0.0063573,4,4,0,0,1,1,0,0.0369888
42,1996,"not a recent entrant",-0.287079033336502,3,3,"no dispute",0,0,0,0,0.593099888956905,8.99401974151005,8.48717306278003,0.07,0.0062459,6,6,0,0,1,0,1,0.0369888
42,1997,"not a recent entrant",-0.315948713963801,3,12,"no dispute",0,0,0,0,0.590108440367065,9.01074487605756,8.56330357770994,0.07,0.006138,6,6,0,0,6,0,0,0.0369888
42,1998,"not a recent entrant",-0.366979964201853,0,0,"no dispute",0,0,0,0,0.65180721857888,9.02697987567143,8.62863796040962,0.07,0.0060331,6,6,0,0,1,0,0,0.0369888
42,1999,"not a recent entrant",-0.274193156378336,0,0,"no dispute",0,0,0,0,0.594869079847497,9.04288693485517,8.67400717863257,0.07,0.0059339,6,6,0,0,3,0,0,0.0369888
42,2000,"not a recent entrant",-0.170375377974497,0,0,"no dispute",0,0,0,0,0.63662534582064,9.05858332512244,8.67711575326671,0.07,0.0058374,6,6,0,0,0,0,0,0.0369888
42,2001,"not a recent entrant",-0.142374470082768,0,0,"no dispute",0,0,0,0,0.691269443398661,9.07409214925158,8.73994306524964,0.07,0.0057435,6,6,0,0,1,1,0,0.0369888
42,2002,"not a recent entrant",0.0126804347214384,0,0,"no dispute",0,0,0,0,0.695090823067543,9.08938781870138,8.73609094206164,0.07,0,6,6,0,0,3,2,0,0.0369888
42,2003,"not a recent entrant",-0.0411930642470078,0,0,"no dispute",0,0,0,0,0.586926371001105,9.10446861454544,8.66824077590506,0.07,0,6,6,0,0,4,0,0,0.0369888
42,2004,"not a recent entrant",-0.0310948039492085,0,0,"display of force",0,0,0,0,0.688548521917595,9.11931768771286,8.6952506699365,0.07,0,6,6,0,0,3,1,0,0.0369888
42,2005,"not a recent entrant",-0.137781606542652,0,0,"no dispute",0,0,0,0,0.686535681005217,9.13392034446579,8.79067390016471,0.07,0,6,6,0,0,0,0,0,0.0369888
42,2006,"not a recent entrant",-0.252852181782812,0,0,"no dispute",0,0,0,0,0.692973952453974,9.14828197279204,8.88056188216111,0.07,0,6,6,0,0,0,1,0,0.0369888
42,2007,"not a recent entrant",-0.356565392947342,0,0,"no dispute",0,0,0,0,0.689448195592244,9.162404592716,8.94750829810293,0.07,0,6,6,0,0,0,0,0,0.0369888
42,2008,"not a recent entrant",-0.609987514635223,0,0,"no dispute",0,0,0,0,0.689820960098778,9.17626121832331,8.98862455096983,0.07,0,6,6,0,0,0,0,0,0.0369888
51,1990,"not a recent entrant",0.117434211272606,0,0,"no dispute",0,0,0,0,0.816423728554673,7.76849524523364,8.35866862675216,0,0,7,7,0,0,0,0,0,0.0457667
51,1991,"not a recent entrant",-0.0453052371812607,0,1,"no dispute",0,0,0,0,0.81640558487115,7.77504482442323,8.362929505204,0,0,7,7,0,0,0,1,0,0.0457667
51,1992,"not a recent entrant",-0.231595260520126,5,6,"no dispute",0,0,0,0,0.813328195592965,7.78249458369806,8.46578410085088,0,0,7,7,0,0,0,1,0,0.0457667
51,1993,"not a recent entrant",-0.187416077797499,0,0,"no dispute",0,0,0,0,0.656186237914533,7.79072911582181,8.46033708481803,0,0,7,7,0,0,1,3,0,0.0457667
51,1994,"not a recent entrant",-0.0488283280454327,2,2,"no dispute",0,0,0,0,0.653218048381507,7.79948278989446,8.46629981705001,0,0,7,7,0,0,1,0,0,0.0457667
51,1995,"not a recent entrant",0.0166043536941453,1,1,"no dispute",0,0,0,0,0.655677953660652,7.8085343242922,8.44116059913805,0,0,7,7,0,0,0,1,0,0.0457667
51,1996,"not a recent entrant",0.342998846754792,1,1,"no dispute",0,0,0,0,0.651386937181335,7.81789513293177,8.45885408082813,0,0,7,7,0,0,0,0,0,0.0457667
51,1997,"not a recent entrant",0.370328870389821,10,8,"no dispute",0,0,0,0,0.652851665164779,7.82758773155256,8.40540763487338,0,0,7,7,0,0,2,1,0,0.0457667
51,1998,"not a recent entrant",0.188306462265297,0,0,"no dispute",0,0,0,0,0.73041742541061,7.83737676026494,8.38228942895144,0,0,7,7,0,0,0,0,0,0.0457667
51,1999,"not a recent entrant",0.116494237928104,0,0,"no dispute",0,0,0,0,0.686361433365833,7.84698098213879,8.37732174304552,0,0,7,7,0,0,2,2,0,0.0457667
51,2000,"not a recent entrant",0.0996804743796462,0,0,"no dispute",0,0,0,0,0.637377433635725,7.8561840083841,8.41219261097396,0,0,7,7,0,0,3,0,0,0.0457667
51,2001,"not a recent entrant",-0.0464171320524243,0,0,"no dispute",0,0,0,0,0.492799037710201,7.86492688364319,8.37824601702748,0,0,7,7,0,0,6,2,0,0.0457667
51,2002,"not a recent entrant",-0.0803934414235138,0,0,"no dispute",0,0,0,0,0.48916301325878,7.87320563057814,8.34807843958157,0,0,7,7,0,0,11,0,0,0.0457667
51,2003,"not a recent entrant",-0.15280929434843,0,0,"no dispute",0,0,0,0,0.493394404798827,7.88090638028542,8.40011315859545,0,0,7,7,0,0,0,1,0,0.0457667
51,2004,"not a recent entrant",-0.145302942197771,0,0,"no dispute",0,0,0,0,0.491955806375233,7.88792181244377,8.36781576811941,0,0,7,7,0,0,1,1,0,0.0457667
51,2005,"not a recent entrant",-0.051737880407096,0,0,"no dispute",0,0,0,0,0.492744379315654,7.89418755569866,8.38254803593092,0,0,7,7,0,0,0,2,0,0.0457667
51,2006,"not a recent entrant",-0.00584916328513572,0,0,"no dispute",0,0,0,0,0.489298309306489,7.89964686810232,8.39185896716199,0,0,7,7,0,0,0,0,0,0.0457667
51,2007,"not a recent entrant",-0.0409826592790277,0,1,"no dispute",0,0,0,0,0.493890923490667,7.90434960757225,8.30051370295903,0,0,7,7,0,0,0,0,0,0.0457667
51,2008,"not a recent entrant",-0.185246651925269,0,0,"no dispute",0,0,0,0,0.491880301962809,7.90849009516843,8.25968073785577,0,0,7,7,0,0,0,0,0,0.0457667
52,1990,"not a recent entrant",0.616472631042367,0,0,"no dispute",0,1,0,1,1.12326100235527,7.10290256665528,9.45482967308588,0,6.171637,7,7,0,0,6,2,0,0.5584315
52,1991,"not a recent entrant",0.453796320113916,0,1,"no dispute",0,0,0,0,1.23250078723918,7.11006735391641,9.45562186084136,0.403,6.021237,7,7,0,0,0,0,0,0.5584315
52,1992,"not a recent entrant",0.557700048017664,0,1,"no dispute",0,0,0,0,1.2355869387603,7.11781359074769,9.39377797242833,0.403,5.69336,7,7,0,0,0,0,0,0.5584315
52,1993,"not a recent entrant",0.58706986785988,0,0,"no dispute",0,0,0,0,1.2351250754259,7.12575763698147,9.29788502341638,0.403,5.279956,7,7,0,0,0,0,0,0.5584315
52,1994,"not a recent entrant",0.746926909753375,2,1,"no dispute",0,0,0,0,1.01667314639081,7.13329595489607,9.2693589989907,0.403,5.481559,7,7,0,0,0,0,0,0.5584315
52,1995,"not a recent entrant",0.924635190816826,4,4,"no dispute",0,0,0,0,1.01698147645942,7.1400092045243,9.2765830651873,0.396,5.469015,7,7,0,0,2,0,0,0.5584315
52,1996,"not a recent entrant",1.13651096509582,0,3,"no militarized action",0,0,0,0,1.02005366173077,7.14586625741813,9.25124908273648,0.396,5.407526,7,7,0,0,2,0,0,0.5584315
52,1997,"not a recent entrant",1.38716505379058,0,0,"no militarized action",0,0,0,0,1.01785637995472,7.15106217683924,9.2118791873922,0.396,5.105747,7,7,0,0,0,0,0,0.5584315
52,1998,"not a recent entrant",1.51125826547277,0,0,"no dispute",0,0,0,0,1.01916386832791,7.15570850920492,9.17320117097261,0.396,5.193469,7,7,0,0,0,0,0,0.5584315
52,1999,"not a recent entrant",1.51857930215711,0,0,"no militarized action",0,0,0,0,1.00177928852686,7.15996819239325,9.33864123419526,0.396,5.466293,7,7,0,0,1,2,0,0.5584315
52,2000,"not a recent entrant",1.5232802497138,0,0,"no dispute",0,0,0,0,0.888668132416581,7.16399312289274,9.44362433508693,0.396,5.384673,7,7,0,0,0,0,0,0.5584315
52,2001,"not a recent entrant",1.41812140039561,0,0,"no dispute",0,0,0,0,0.601133520269158,7.16777834343994,9.3385928556463,0.396,5.215672,7,7,0,0,0,2,0,0.5584315
52,2002,"not a recent entrant",1.20010707037302,0,0,"no dispute",0,0,0,0,0.599793675228755,7.17133419008302,9.41130620569893,0.403,6.059685,7,7,0,0,1,0,0,0.5584315
52,2003,"not a recent entrant",0.967331674562425,0,0,"no dispute",0,0,0,0,0.599176328896957,7.1747779071749,9.61002413359348,0.403,6.408843,7,7,0,0,0,0,0,0.5584315
52,2004,"not a recent entrant",0.736097620885111,0,0,"no dispute",0,0,0,0,0.600292195994235,7.17825558667514,9.66690662267859,0.403,5.936505,7,7,0,0,0,2,0,0.5584315
52,2005,"not a recent entrant",0.604455282058207,0,2,"no dispute",0,0,0,0,0.687749525285298,7.18188847858809,9.73689268060047,0.403,6.673004,7,7,0,0,0,0,0,0.5584315
